id,cluster_id,absolute_url,case_name,date_filed,year,confidence,is_affirmance,is_notice_and_comment,agency,rule_short_name,cfr_citation,federal_register_citation,reasoning
2647665,2647665,/opinion/2647665/agape-church-inc-v-federal-communications-commission/,"Agape Church, Inc. v. Federal Communications Commission",2013-12-27,2013,0.92,yes,yes,Federal Communications Commission,Digital TV Must-Carry Viewability Sunset Rule,,27 FCC Rcd. 6529,"The D.C. Circuit explicitly found that Section 614(b)(7) is ambiguous and upheld the FCC's Sunset Order under Chevron Step Two, holding that the new rule permitting cable operators to offer conversion equipment as an alternative to downconversion was 'a permissible interpretation of the Cable Act.' The Sunset Order was adopted following notice-and-comment rulemaking initiated by a February 2012 NPRM. The court affirmed the FCC's interpretation that 'viewable' signals can be satisfied through low"
2648094,2648094,/opinion/2648094/united-states-department-of-the-treasury-internal-revenue-service-office-of/,United States Department of the Treasury Internal Revenue Service Office of Chief Counsel v. Federal Labor Relations Authority,2014-01-03,2014,0.97,no,no,Federal Labor Relations Authority,FLRA dual-standard for 'appropriate arrangements' under FSLMRS § 7106(b)(3),,,"The court did not uphold the agency's interpretation at Chevron step two; rather, it vacated the FLRA's decision as arbitrary and capricious because the agency applied two inconsistent substantive standards (abrogation vs. excessive interference) to the same statutory term depending on procedural posture. The interpretation at issue arose through FLRA adjudications, not notice-and-comment rulemaking. The court remanded for further proceedings without affirming any agency interpretation."
9798540,2649074,/opinion/2649074/verizon-v-federal-communications-commission/,Verizon v. Federal Communications Commission,2014-01-14,2014,0.95,no,yes,Federal Communications Commission,Open Internet Order (Net Neutrality Rules),,25 F.C.C.R. 17905,"This opinion is a partial dissent by Judge Silberman, who disagrees with the majority's conclusion that § 706 provides the FCC with affirmative statutory authority to promulgate the Open Internet Order. Silberman argues the regulation lacks statutory basis and is arbitrary and capricious, and therefore does not uphold the agency's interpretation at Chevron step two. While the majority did apply Chevron deference and uphold some portions of the Order, this specific opinion dissents from that affi"
2649440,2649440,/opinion/2649440/verizon-v-fcc/,Verizon v. FCC,2014-01-14,2014,0.82,no,yes,Federal Communications Commission,Open Internet Order (Net Neutrality Rules),"47 C.F.R. pts. 0, 8",76 Fed. Reg. 59192,"The court upheld the FCC's interpretation of section 706 as granting affirmative regulatory authority (Chevron step one/two analysis), and found the anti-discrimination and anti-blocking rules reasonable under that authority, but ultimately vacated the anti-discrimination and anti-blocking rules because they imposed per se common carrier obligations in violation of the Communications Act. Because the court vacated the core substantive rules on statutory grounds rather than affirming the agency's"
2649436,2649436,/opinion/2649436/verizon-v-fcc/,Verizon v. FCC,2014-01-15,2014,0.72,no,yes,Federal Communications Commission,Open Internet Order (Net Neutrality Rules),,25 F.C.C.R. 17905,"The court applied Chevron deference to uphold the FCC's interpretation of section 706 as granting affirmative regulatory authority (a step two-like analysis), but ultimately vacated the anti-discrimination and anti-blocking rules because they imposed impermissible common carrier obligations on entities the FCC had classified as non-common carriers. Because the court struck down the core substantive rules (anti-discrimination and anti-blocking) while upholding only the transparency rule and the s"
2649681,2649681,/opinion/2649681/oklahoma-department-of-environmental-quality-v-environmental-protection/,Oklahoma Department of Environmental Quality v. Environmental Protection Agency,2014-01-17,2014,0.97,no,yes,Environmental Protection Agency,Indian Country New Source Review Rule,40 C.F.R. pts. 49 and 51,"76 Fed. Reg. 38,748","The D.C. Circuit vacated the EPA's Indian Country NSR Rule with respect to non-reservation Indian country, holding the agency lacked authority to displace Oklahoma's state implementation plan in those areas. The court did not uphold the agency's interpretation at Chevron step two; rather, it rejected the EPA's statutory interpretation as legally erroneous. Therefore, this is not a Chevron step two affirmance."
2649682,2649682,/opinion/2649682/erik-autor-v-penny-pritzker/,Erik Autor v. Penny Pritzker,2014-01-17,2014,0.98,no,no,Office of the President / Department of Commerce / Office of the United States Trade Representative,Lobbyist ban on Industry Trade Advisory Committees,,"75 Fed. Reg. 35,955","This case involves a constitutional challenge (First Amendment unconstitutional conditions and Fifth Amendment equal protection) to a presidential directive barring registered lobbyists from serving on Industry Trade Advisory Committees. The court does not apply Chevron analysis at any step, as there is no statutory ambiguity being interpreted by an agency. The case is remanded for Pickering balancing, not Chevron step two analysis."
3066458,3066458,/opinion/3066458/ok-dept-environmental-quality-v-epa/,OK Dept. Environmental Quality v. EPA,2014-01-17,2014,0.97,no,yes,Environmental Protection Agency,Indian Country New Source Review Rule,40 C.F.R. pts. 49 and 51,"76 Fed. Reg. 38,748","The D.C. Circuit did not uphold the agency's interpretation at Chevron step two; rather, it vacated the Indian Country NSR Rule with respect to non-reservation lands, holding that the EPA lacked statutory authority to displace Oklahoma's SIP in non-reservation Indian country. The court found the EPA's key legal assumption—that states generally lack CAA authority over Indian country—was incorrect as a matter of law, and rejected deference to the agency's interpretation. Although the rule was issu"
2650502,2650502,/opinion/2650502/town-of-barnstable-v-federal-aviation-administration/,Town of Barnstable v. Federal Aviation Administration,2014-01-22,2014,0.85,no,no,Federal Aviation Administration,FAA No Hazard Determinations for Wind Turbines,14 C.F.R. pt. 77,,"The court upheld the FAA's no hazard determinations for the Cape Wind offshore wind farm, but the legal framework applied was primarily Auer deference to the FAA's interpretation of its own internal Handbook (an agency order, not a notice-and-comment regulation), along with arbitrary and capricious review. While the court cited Chevron once in passing, the actual analysis did not apply Chevron step two to uphold an agency interpretation of an ambiguous statute adopted through notice-and-comment "
8457296,8485233,/opinion/8485233/dish-network-llc-v-federal-communications-commission-united-states-of/,"Dish Network, LLC v. Federal Communications Commission & United States of America",2014-01-22,2014,0.97,no,no,Federal Communications Commission,FCC Declaratory Ruling on TCPA Vicarious Liability Guidance,,,"The court dismissed the petition for lack of jurisdiction, finding the FCC's 'guidance' paragraphs were non-final agency action with no binding effect. The FCC itself conceded the guidance was not entitled to Chevron deference. There was no Chevron step two analysis and no notice-and-comment rulemaking involved."
2650946,2650946,/opinion/2650946/adirondack-medical-center-v-kathleen-sebelius/,Adirondack Medical Center v. Kathleen Sebelius,2014-01-24,2014,0.85,yes,yes,Department of Health and Human Services,Medicare Inpatient Prospective Payment System FY2011 hospital-specific rate adjustment,42 C.F.R. § 412.73,"75 Fed. Reg. 50,042","The D.C. Circuit explicitly reached Chevron step two after finding the statutory scheme ambiguous at step one, and upheld the Secretary's downward adjustment to hospital-specific rates under 42 U.S.C. § 1395ww(d)(5)(I)(i) as a reasonable interpretation. The adjustment was implemented through the FY2011 Inpatient Prospective Payment System final rule published in the Federal Register at 75 Fed. Reg. 50,042, which is a notice-and-comment rulemaking. The court affirmed the district court's grant of"
2652946,2652946,/opinion/2652946/loving-v-internal-revenue-service/,Loving v. Internal Revenue Service,2014-02-11,2014,0.97,no,yes,Internal Revenue Service / Department of the Treasury,IRS Tax-Return Preparer Regulation Rule (2011),31 C.F.R. pt. 10,76 Fed. Reg. 32286,"The D.C. Circuit struck down the IRS's 2011 notice-and-comment regulation requiring tax-return preparers to register, pass exams, and complete continuing education, holding the agency lacked statutory authority under 31 U.S.C. § 330. The court found the IRS's interpretation foreclosed at Chevron step one, and alternatively unreasonable at Chevron step two—meaning it did not uphold the agency's interpretation. This is a Chevron affirmance at neither step; the court ruled against the agency."
2655872,2655872,/opinion/2655872/lawrence-dodge-v-comptroller-of-the-currency/,Lawrence Dodge v. Comptroller of the Currency,2014-03-07,2014,0.95,no,no,Comptroller of the Currency / Office of Thrift Supervision,Bank capital reporting and prohibition/penalty enforcement,,,"The court explicitly stated it owed no Chevron deference to the Comptroller's interpretation of 12 U.S.C. § 1818 because multiple agencies administer the provision, and instead applied Skidmore deference. The case involved an enforcement adjudication (prohibition order and civil monetary penalty) rather than notice-and-comment rulemaking. There is no Chevron Step Two analysis upholding an agency's interpretation of an ambiguous statute."
2656712,2656712,/opinion/2656712/hugh-kaufman-v-thomas-perez/,Hugh Kaufman v. Thomas Perez,2014-03-14,2014,0.97,no,no,Department of Labor,,,,"This case involves a whistleblower retaliation dispute under environmental statutes, with the court affirming the Administrative Review Board's dismissal of claims as time-barred. The court explicitly stated it need not resolve whether Chevron deference applies to agency interpretations of statutes of limitations, and decided the case on substantial evidence grounds. There is no Chevron Step Two analysis and no notice-and-comment rulemaking at issue."
2657565,2657565,/opinion/2657565/hugh-kaufman-v-thomas-perez/,Hugh Kaufman v. Thomas Perez,2014-03-14,2014,0.97,no,no,Department of Labor,,,,"This case involves a whistleblower retaliation dispute under various environmental statutes, focused entirely on statute of limitations questions and whether certain EPA employment actions constituted adverse actions. The court does not apply Chevron step two analysis at all; it explicitly declines to resolve whether Chevron deference applies to agency interpretations of statutes of limitations and instead decides the case on substantial evidence grounds. There is no notice-and-comment rulemakin"
2657562,2657562,/opinion/2657562/national-treasury-employees-union-v-federal-labor-relations-authority/,National Treasury Employees Union v. Federal Labor Relations Authority,2014-03-21,2014,0.9,no,no,Federal Labor Relations Authority,FLRA notice-and-bargaining obligation interpretation,,,"The court applied Chevron deference to the FLRA's interpretation of the Federal Service Labor-Management Relations Statute, but the interpretation at issue was developed through adjudicatory precedent (a series of FLRA decisions), not notice-and-comment rulemaking. The court upheld the FLRA's position but did not explicitly conduct a Chevron step two analysis, instead applying arbitrary and capricious review while noting the Authority's reasonable reliance on its own precedent. Because the inter"
2657563,2657563,/opinion/2657563/nacs-v-board-of-governors-of-the-federal-reserve-system/,NACS v. Board of Governors of the Federal Reserve System,2014-03-21,2014,0.88,yes,yes,Board of Governors of the Federal Reserve System,Debit Card Interchange Fees and Routing Rule (Durbin Amendment Implementation),12 C.F.R. pt. 235,76 Fed. Reg. 43394,"The D.C. Circuit applied Chevron step two to uphold the Board's interchange fee cap rule and anti-exclusivity rule, finding that the Board's interpretations of the ambiguous Durbin Amendment were reasonable even if the statute could bear other readings. The rules were promulgated through notice-and-comment rulemaking, with a proposed rule published at 75 Fed. Reg. 81,722 and a Final Rule at 76 Fed. Reg. 43,394. The court reversed the district court's grant of summary judgment to the merchants, t"
2659079,2659079,/opinion/2659079/allina-health-services-v-kathleen-sebelius/,Allina Health Services v. Kathleen Sebelius,2014-04-01,2014,0.97,no,yes,Department of Health and Human Services (Centers for Medicare & Medicaid Services),2004 Medicare Disproportionate Share Hospital Part C Days Rule,,69 Fed. Reg. 48916,"The D.C. Circuit vacated the Secretary's 2004 notice-and-comment rule on procedural grounds (inadequate notice; final rule was not a logical outgrowth of the proposed rule), rather than upholding it. The court explicitly stated it did not reach Chevron step two reasonableness, and the outcome was a ruling against the agency. Therefore, this is not a Chevron step two affirmance."
9799336,2669789,/opinion/2669789/national-assn-of-manufacturers-v-securities-exchange-commission/,National Ass'n of Manufacturers v. Securities & Exchange Commission,2014-04-14,2014,0.72,yes,yes,Securities and Exchange Commission,SEC Conflict Minerals Rule,"17 C.F.R. §§ 240.13p-1, 249b.400","77 Fed. Reg. 56,274","The court applied Chevron step two reasoning (citing Chevron and noting the statute was 'silent or ambiguous') to uphold multiple aspects of the SEC's conflict minerals rule, including its due diligence threshold, application to contractors, and lack of a de minimis exception, finding each a reasonable exercise of delegated authority. The rule was promulgated through notice-and-comment rulemaking with a proposed rule, extended comment periods, and a stakeholder roundtable. However, the court als"
2672218,2672218,/opinion/2672218/natl-assoc-of-manufacturers-v-sec/,Natl Assoc. of Manufacturers v. SEC,2014-04-14,2014,0.82,no,yes,Securities and Exchange Commission,SEC Conflict Minerals Rule,"17 C.F.R. §§ 240.13p-1, 249b.400","77 Fed. Reg. 56,274","While the court did uphold several of the SEC's interpretive choices under Chevron deference (e.g., the due diligence threshold, the contractor coverage, and the no de minimis exception), the court ultimately struck down a portion of the final rule on First Amendment grounds, making this not a pure Chevron Step Two affirmance. The rule was issued through notice-and-comment rulemaking, but the opinion's outcome is mixed: several statutory interpretation questions were resolved in the agency's fav"
2669957,2669957,/opinion/2669957/white-stallion-energy-center-llc-v-environmental-protection-agency/,"White Stallion Energy Center, LLC v. Environmental Protection Agency",2014-04-15,2014,0.85,yes,yes,Environmental Protection Agency,Mercury and Air Toxics Standards (MATS) for Coal- and Oil-Fired Electric Utility Steam Generating Units,40 C.F.R. pt. 63,77 Fed. Reg. 9304,"The D.C. Circuit applied the Chevron two-step framework to EPA's interpretation of the ambiguous phrase 'appropriate and necessary' in CAA § 112(n)(1)(A), finding the statute silent or ambiguous on key questions such as whether costs must be considered and what constitutes a 'hazard to public health.' The court upheld EPA's interpretations—including that costs need not be considered and that the § 112(c)(9) delisting criteria may inform the 'hazard' determination—as permissible constructions of "
2670573,2670573,/opinion/2670573/natural-resources-defense-council-v-environmental-protection-agency/,Natural Resources Defense Council v. Environmental Protection Agency,2014-04-18,2014,0.92,yes,yes,Environmental Protection Agency,2013 Portland Cement MACT Rule (National Emission Standards for Hazardous Air Pollutants for Portland Cement Manufacturing),40 C.F.R. § 63.1344,"78 Fed. Reg. 10,006","The court explicitly invoked Chevron step two in two places in Part II, stating 'we reject petitioners' argument and rule for EPA at Chevron step two' regarding EPA's interpretation of Section 112(d)(7)'s 'other authority' language, and again affirming EPA's reasonable interpretation of 'cost' to include cost-effectiveness in beyond-the-floor standard-setting. The 2013 Rule was promulgated through notice-and-comment rulemaking, as evidenced by its publication in the Federal Register at 78 Fed. R"
8458912,8486837,/opinion/8486837/alpine-pcs-inc-v-federal-communications-commission/,"Alpine PCS, Inc. v. Federal Communications Commission",2014-04-25,2014,0.98,no,no,Federal Communications Commission,FCC Spectrum License Installment Payment Contract,,,"This case involves a breach of contract and sovereign immunity dispute, not a Chevron step two analysis. The court affirmed dismissal for lack of subject matter jurisdiction, holding that 47 U.S.C. § 402 provides exclusive appellate jurisdiction over FCC license revocation challenges. No notice-and-comment rulemaking interpretation was at issue, and no Chevron deference was applied."
2672653,2672653,/opinion/2672653/monroe-energy-llc-v-environmental-protection-agency/,"Monroe Energy, LLC v. Environmental Protection Agency",2014-05-06,2014,0.75,no,yes,Environmental Protection Agency,2013 Renewable Fuel Standards,40 C.F.R. § 80.1405,"78 Fed. Reg. 49,794","The court reviewed EPA's 2013 Renewable Fuel Standards, a notice-and-comment rulemaking under 42 U.S.C. § 7545(o). While the court cited Chevron in passing and upheld EPA's discretionary interpretation of the cellulosic biofuel waiver provision, the court's analysis focused primarily on arbitrary-and-capricious review under APA/CAA standards rather than conducting a formal Chevron step two analysis. The court found EPA's exercise of discretion reasonable but did not explicitly frame its holding "
2674022,2674022,/opinion/2674022/coal-river-energy-llc-v-sally-jewell/,"Coal River Energy, LLC v. Sally Jewell",2014-05-13,2014,0.85,no,yes,Department of the Interior,Surface Mining Reclamation Fee Regulation,30 C.F.R. § 870.12,,"The D.C. Circuit did not reach Chevron Step Two in this opinion; the case was dismissed on timeliness grounds under 30 U.S.C. § 1276, and the court never evaluated the merits of the Export Clause challenge to the regulation. While the court referenced its prior Drummond Coal opinion where Chevron deference was applied, the current opinion affirmed only on procedural/timeliness grounds. The regulation at 30 C.F.R. § 870.12 was promulgated through notice-and-comment rulemaking, but no Chevron Step"
2675544,2675544,/opinion/2675544/electric-power-supply-assn-v-federal-energy-regulatory-commission/,Electric Power Supply Ass'n v. Federal Energy Regulatory Commission,2014-05-23,2014,0.97,no,yes,Federal Energy Regulatory Commission (FERC),Order 745 – Demand Response Compensation in Organized Wholesale Energy Markets,18 C.F.R. § 35.28,"134 FERC ¶ 61,187","The D.C. Circuit majority vacated FERC's Order 745 rather than upholding it, finding the rule exceeded FERC's statutory jurisdiction under the Federal Power Act because it directly regulated the retail electricity market reserved to the states. The court explicitly stated it need not reach Chevron step two because the statute unambiguously forecloses FERC's assertion of authority, and even assuming ambiguity, FERC's construction would be unreasonable. Although the rule was issued through notice-"
2675546,2675546,/opinion/2675546/bnsf-railway-co-v-surface-transportation-board/,BNSF Railway Co. v. Surface Transportation Board,2014-05-23,2014,0.85,no,no,Surface Transportation Board,Stand-Alone-Cost Test / Uniform Rail Costing System methodology for rate reasonableness,,,"The court applied Chevron deference and upheld the Board's interpretations as reasonable, but the interpretations at issue were developed through agency adjudication (Kansas City Power & Light and Coal Rate Guidelines ICC decisions), not through notice-and-comment rulemaking. The Stand-Alone-Cost methodology originated in an ICC adjudicatory decision (Coal Rate Guidelines, 1 I.C.C.2d 520), and the Kansas City Power rule was also an adjudicatory decision. Therefore, while there is a Chevron reaso"
2675748,2675748,/opinion/2675748/electric-power-supply-assoc-v-ferc/,Electric Power Supply Assoc. v. FERC,2014-05-23,2014,0.97,no,yes,Federal Energy Regulatory Commission (FERC),Order 745 – Demand Response Compensation in Organized Wholesale Energy Markets,18 C.F.R. § 35.28,"134 FERC ¶ 61,187","The D.C. Circuit majority vacated FERC's Order 745, finding at Chevron step one that the Federal Power Act unambiguously forecloses FERC's authority to regulate demand response resources because doing so constitutes direct regulation of the retail market reserved exclusively to the states. The court explicitly stated it need not reach Chevron step two, and even if it did, it would find FERC's construction unreasonable. Although Order 745 was issued through notice-and-comment rulemaking, the cour"
8459057,8486980,/opinion/8486980/sarfati-v-antigua-barbuda/,Sarfati v. Antigua & Barbuda,2014-05-23,2014,0.99,no,no,,,,,"This opinion involves a breach of contract dispute between a private party and Antigua & Barbuda, decided on New York statute of limitations and equitable estoppel grounds. There is no agency statutory interpretation, no Chevron analysis, and no administrative rulemaking involved. The case is purely a civil litigation matter under state law."
2675746,2675746,/opinion/2675746/center-for-biological-diversity-v-environmental-protection-agency/,Center for Biological Diversity v. Environmental Protection Agency,2014-05-27,2014,0.82,no,yes,Environmental Protection Agency,Secondary NAAQS for Oxides of Nitrogen and Sulphur (2012 Final Rule),,"77 Fed. Reg. 20,218","The court upheld EPA's decision not to promulgate a new multi-pollutant secondary NAAQS, deferring to EPA's interpretation that issuing a standard without sufficient scientific basis would not be 'appropriate' under 42 U.S.C. § 7409(d)(1). Although the court briefly cited Chevron deference, its primary rationale rested on arbitrary-and-capricious review and deference to agency scientific judgment rather than a formal Chevron step two analysis of statutory ambiguity. The rule was issued through n"
2677710,2677710,/opinion/2677710/prime-time-international-co-v-united-states-department-of-agriculture/,Prime Time International Co. v. United States Department of Agriculture,2014-06-10,2014,0.55,yes,no,U.S. Department of Agriculture (Farm Service Agency),Per Stick Rule for cigar assessment calculation under FETRA,7 C.F.R. § 1463.7,,"The court applied Chevron step two and upheld USDA's Per Stick Rule as a reasonable interpretation of an ambiguous statute (FETRA). However, the interpretation was primarily defended through a post-remand 'Determination' document rather than a traditional notice-and-comment rulemaking — though the underlying Per Stick Rule at 7 C.F.R. § 1463.7 was promulgated as a regulation, the agency's Chevron step two justification was developed in the Determination after soliciting public comments, making t"
2678315,2678315,/opinion/2678315/illinois-public-telecommunications-assn-v-federal-communications/,Illinois Public Telecommunications Ass'n v. Federal Communications Commission,2014-06-13,2014,0.3,yes,no,Federal Communications Commission,Payphone Refund Declaratory Ruling,47 C.F.R. § 1.2,28 FCC Rcd. 2615,"The court applied Chevron step two analysis, finding that Section 276(a) is silent on refunds and that the FCC reasonably exercised its discretion to conclude states 'may but are not required to' order refunds. However, the FCC action at issue was a declaratory ruling and order, not a notice-and-comment rulemaking, making is_notice_and_comment_rule false. The confidence is low because the interpretation was reached through adjudication/declaratory ruling rather than through notice-and-comment ru"
2678671,2678671,/opinion/2678671/national-treasury-employees-union-v-federal-labor-relations-authority/,National Treasury Employees Union v. Federal Labor Relations Authority,2014-06-17,2014,0.25,yes,no,Federal Labor Relations Authority,FLRA interpretation of 'representative of the agency' under FSLMRS § 7114(a)(2)(B),,,"The court applied Chevron step two and upheld the FLRA's 'function and control' interpretation of 'representative of the agency' under 5 U.S.C. § 7114(a)(2)(B), finding it a permissible construction of the ambiguous statute. However, the FLRA's interpretation was adopted through adjudication (decisions in PBGC and SSA cases), not through notice-and-comment rulemaking. Therefore, while this is a Chevron step two affirmance, it does not involve a notice-and-comment regulation."
2678673,2678673,/opinion/2678673/all-party-parliamentary-group-on-extraordinary-rendition-v-united-states/,All Party Parliamentary Group on Extraordinary Rendition v. United States Department of Defense,2014-06-17,2014,0.99,no,no,,,,,"The court explicitly declined to give Chevron deference to the intelligence agencies' interpretation of FOIA, citing Al-Fayed v. C.I.A. for the principle that FOIA's government-wide application precludes Chevron deference. The court conducted an independent de novo statutory interpretation and reversed the agency's interpretation, holding that 'representative' means 'agent.' There is no notice-and-comment rulemaking at issue; the dispute concerns agency interpretation of a statute in the context"
2679704,2679704,/opinion/2679704/peter-kuretski-v-commissioner-of-irs/,Peter Kuretski v. Commissioner of IRS,2014-06-20,2014,0.15,no,yes,Internal Revenue Service,Reasonable Cause Written Statement Requirement for Penalty Abatement,26 C.F.R. § 301.6651-1(c)(1),"36 Fed. Reg. 13,594","The court briefly noted that the IRS regulation requiring a written statement under penalty of perjury for penalty abatement was adopted after notice and comment, and cited Mayo Foundation for the proposition that Chevron deference applies to IRS regulations. However, the court did not actually conduct a Chevron step two analysis—it simply enforced the regulation against the Kuretskis because they failed to comply with it and did not challenge its validity. The primary holding of the case concer"
2679706,2679706,/opinion/2679706/csx-transportation-inc-v-surface-transportation-board/,"CSX Transportation, Inc. v. Surface Transportation Board",2014-06-20,2014,0.75,no,yes,Surface Transportation Board,Rate Regulation Reforms (STB Ex Parte No. 715),,,"The court applied Chevron to uphold the Board's interpretation of 49 U.S.C. § 10701(d)(3) regarding availability of Simplified-SAC procedures for all cases, finding the statute ambiguous and the Board's construction permissible—this resembles a Chevron Step Two affirmance. However, the court also partially granted the petition and remanded the Three Benchmark relief cap issue as arbitrary and capricious, meaning the court did not fully uphold the agency's action. The rulemaking was conducted thr"
2680782,2680782,/opinion/2680782/sierra-club-v-environmental-protection-agency/,Sierra Club v. Environmental Protection Agency,2014-06-27,2014,0.97,no,yes,Environmental Protection Agency,Gasification Exclusion Rule,40 C.F.R. § 261.4(a)(12)(i),73 Fed. Reg. 57,"The court vacated the EPA's Gasification Exclusion Rule, holding at Chevron Step One that the rule violated the plain statutory text of 42 U.S.C. § 6924(q), which unambiguously requires EPA to regulate hazardous wastes used as fuel. The court explicitly stated that its analysis 'begins and ends at Chevron's first step,' and never reached Step Two. Although the rule was promulgated through notice-and-comment rulemaking, the court struck it down rather than upholding it."
2680786,2680786,/opinion/2680786/natural-resources-defense-council-v-environmental-protection-agency/,Natural Resources Defense Council v. Environmental Protection Agency,2014-06-27,2014,0.97,no,yes,Environmental Protection Agency,Comparable Fuels Exclusion,"40 C.F.R. §§ 261.4(a)(16), 261.38","63 Fed. Reg. 33,782","The court did not uphold the agency's interpretation at Chevron step two; instead, it stopped at Chevron step one and found the statute's plain language unambiguously required EPA to regulate all hazardous-waste-derived fuels, making the Comparable Fuels Exclusion invalid. The court vacated the rule rather than deferring to EPA's interpretation. Although the rule was promulgated through notice-and-comment rulemaking, the outcome was a rejection of the agency's position, not an affirmance."
2682238,2682238,/opinion/2682238/new-england-power-generators-assn-v-federal-energy-regulatory-commission/,New England Power Generators Ass'n v. Federal Energy Regulatory Commission,2014-07-08,2014,0.85,no,no,Federal Energy Regulatory Commission,ISO-NE Forward Capacity Market Mitigation Orders,,,"The court reviewed FERC orders addressing buyer-side and seller-side mitigation measures in the ISO-NE Forward Capacity Market, applying the arbitrary and capricious standard and substantial evidence review rather than Chevron step two analysis. While the court briefly mentioned the Chevron standard in the context of jurisdictional questions, the actual holdings rested on APA arbitrary and capricious review and statutory rate-making authority under the FPA. The FERC actions at issue were adjudic"
3066462,3066462,/opinion/3066462/new-england-power-gen-assoc-v-ferc/,New England Power Gen. Assoc. v. FERC,2014-07-08,2014,0.85,no,no,Federal Energy Regulatory Commission (FERC),ISO-NE Forward Capacity Market Mitigation Rules,,,"The court reviewed FERC orders addressing the New England Forward Capacity Market, including buyer-side and seller-side mitigation measures. The court applied the arbitrary and capricious standard and substantial evidence review rather than Chevron step two analysis, and the FERC actions were adjudicatory orders (not notice-and-comment rulemakings) approving or modifying ISO-NE tariff filings. While the court briefly mentions Chevron in the standard of review section, it does not apply Chevron s"
2682669,2682669,/opinion/2682669/national-mining-association-v-gina-mccarthy/,National Mining Association v. Gina McCarthy,2014-07-11,2014,0.95,no,no,EPA / Army Corps of Engineers,Enhanced Coordination Process and Final Guidance for Surface Coal Mining Permits,,,"The court did not apply Chevron step two to uphold an agency interpretation of an ambiguous statute. Instead, the court held that the Enhanced Coordination Process was a valid procedural rule and that the Final Guidance was not a final agency action subject to pre-enforcement review. Neither the Enhanced Coordination Process nor the Final Guidance was a notice-and-comment rulemaking; the Enhanced Coordination Process was a procedural memorandum and the Final Guidance was a general policy stateme"
2684774,2684774,/opinion/2684774/securities-exchange-commission-v-securities-investor-protection-corp/,Securities & Exchange Commission v. Securities Investor Protection Corp.,2014-07-18,2014,0.97,no,no,Securities and Exchange Commission,,,,"The court explicitly declined to reach the question of whether the SEC's formal analysis letter deserved Chevron deference, resolving the case purely on statutory interpretation grounds. The SEC's position was expressed in a formal analysis letter (adjudicatory/informal action), not a notice-and-comment rulemaking. Because the court did not apply Chevron step two and there was no notice-and-comment regulation at issue, neither criterion is satisfied."
9800552,2685100,/opinion/2685100/jacqueline-halbig-v-sylvia-mathews-burwell/,Jacqueline Halbig v. Sylvia Mathews Burwell,2014-07-22,2014,0.99,no,yes,Internal Revenue Service,ACA Health Insurance Premium Tax Credit Rule,26 C.F.R. § 1.36B-2,"77 Fed. Reg. 30,377","The D.C. Circuit in Halbig v. Burwell reversed the district court and vacated the IRS rule, holding that the ACA unambiguously restricts section 36B tax credits to insurance purchased on Exchanges established by a State, not federal Exchanges. The court resolved the case at Chevron Step One, finding no ambiguity, and therefore never reached Step Two. This is a Chevron Step One rejection of the agency's interpretation, not a Step Two affirmance."
3066459,3066459,/opinion/3066459/jacqueline-halbig-v-sylvia-mathews-burwell/,Jacqueline Halbig v. Sylvia Mathews Burwell,2014-07-22,2014,0.98,no,yes,Internal Revenue Service,ACA Health Insurance Premium Tax Credit Rule (IRS),26 C.F.R. § 1.36B-2(a)(1),"77 Fed. Reg. 30,377","The D.C. Circuit in Halbig v. Burwell did NOT uphold the IRS rule at Chevron step two. Instead, the court held at Chevron step one that the ACA unambiguously restricts tax credits to exchanges 'established by the State,' reversed the district court, and vacated the IRS regulation. The district court below had upheld the rule at both step one and step two, but the appellate court reversed on step one grounds, finding no ambiguity to which deference could attach."
2718295,2718295,/opinion/2718295/south-carolina-public-service-authority-v-federal-energy-regulatory/,South Carolina Public Service Authority v. Federal Energy Regulatory Commission,2014-08-15,2014,0.92,yes,yes,Federal Energy Regulatory Commission (FERC),Order No. 1000 - Transmission Planning and Cost Allocation Rule,,"76 Fed. Reg. 49,842","The D.C. Circuit explicitly applied Chevron step two, stating it concluded 'consistent with the deferential standard in step two of the Chevron analysis' that FERC reasonably interpreted FPA Section 206 to authorize the Final Rule's regional transmission planning mandate, cost allocation requirements, and removal of federal rights of first refusal. The Final Rule (Order No. 1000) was adopted through notice-and-comment rulemaking, as evidenced by the June 2010 Notice of Proposed Rulemaking publis"
2718298,2718298,/opinion/2718298/linda-solomon-v-thomas-vilsack/,Linda Solomon v. Thomas Vilsack,2014-08-15,2014,0.97,no,no,,,,,"This opinion concerns a Rehabilitation Act disability accommodation and retaliation case, with no Chevron analysis whatsoever. The court does not engage in any statutory ambiguity analysis under Chevron steps one or two. There is no notice-and-comment rulemaking at issue; the case involves whether a maxiflex work schedule is a reasonable accommodation under the Rehabilitation Act and ADA standards."
2720842,2720842,/opinion/2720842/west-deptford-energy-llc-v-federal-energy-regulatory-commission/,"West Deptford Energy, LLC v. Federal Energy Regulatory Commission",2014-08-26,2014,0.95,no,no,Federal Energy Regulatory Commission,PJM Interconnection Cost Allocation / Filed Rate Doctrine,,,"The D.C. Circuit vacated and remanded FERC's orders, finding the Commission failed to provide reasoned explanation for applying a superseded tariff rather than the current filed tariff. The court did not uphold any agency interpretation at Chevron Step Two; rather, it found the Commission's decision arbitrary and capricious. The dispute involved FERC adjudicatory orders, not a notice-and-comment rulemaking."
